links,Serial #,source,Type,all,annual,country/annual,1 series per country,unique countries,MOU,Country Name,Year,series (at least 3 samples since 1999),AF/AS,Title,frequency,Region,9,samples annual,by,created,Original,official language,links,questionnaire,report
http://catalog.ihsn.org/index.php/catalog/4820,13044,ihsn,lfs,1,,,,,,Indonesia,2008,,,"National Labor Force Survey 2008, August ",a,as,,,By: Subdirectorate of Manpower Statistics - BPS (Statistics Indonesia),"Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 48","Indonesia, 2008","Survei Angkatan Kerja Nasional 2008, August ",http://catalog.ihsn.org/index.php/catalog/4820,http://catalog.ihsn.org/index.php/catalog/4820/download/60468,null
http://catalog.ihsn.org/index.php/catalog/4822,13051,ihsn,lfs,1,1,1,1,,,Indonesia,2008,,,"National Labor Force Survey 2008, February ",a,as,1,,By: Subdirectorate of Manpower Statistics - BPS (Statistics Indonesia),"Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 49","Indonesia, 2008","Survei Angkatan Kerja Nasional 2008, February ",http://catalog.ihsn.org/index.php/catalog/4822,http://catalog.ihsn.org/index.php/catalog/4822/download/60472,null
http://catalog.ihsn.org/index.php/catalog/4816,12925,ihsn,lfs,1,,,,,,Indonesia,2009,,,"National Labor Force Survey 2009, August ",a,as,,,By: Subdirectorate of Manpower Statistics - BPS (Statistics Indonesia),"Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 43","Indonesia, 2009","Survei Angkatan Kerja Nasional 2009, August ",http://catalog.ihsn.org/index.php/catalog/4816,http://catalog.ihsn.org/index.php/catalog/4816/download/60460,null
http://catalog.ihsn.org/index.php/catalog/4818,12932,ihsn,lfs,1,1,1,1,,,Indonesia,2009,,,"National Labor Force Survey 2009, February ",a,as,1,,By: Subdirectorate of Manpower Statistics - BPS (Statistics Indonesia),"Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 63","Indonesia, 2009","Survei Angkatan Kerja Nasional 2009, February ",http://catalog.ihsn.org/index.php/catalog/4818,http://catalog.ihsn.org/index.php/catalog/4818/download/60464,null
http://catalog.ihsn.org/index.php/catalog/4812,12764,ihsn,lfs,1,,,,,,Indonesia,2010,,,"National Labor Force Survey 2010, August ",a,as,,,By: Subdirectorate of Manpower Statistics - BPS (Statistics Indonesia),"Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 122","Indonesia, 2010","Survei Angkatan Kerja Nasional 2010, August ",http://catalog.ihsn.org/index.php/catalog/4812,http://catalog.ihsn.org/index.php/catalog/4812/download/60450,null
http://catalog.ihsn.org/index.php/catalog/4814,12771,ihsn,lfs,1,1,1,1,,,Indonesia,2010,,,"National Labor Force Survey 2010, February ",a,as,1,,By: Subdirectorate of Manpower Statistics - BPS (Statistics Indonesia),"Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 60","Indonesia, 2010","Survei Angkatan Kerja Nasional 2010, February ",http://catalog.ihsn.org/index.php/catalog/4814,http://catalog.ihsn.org/index.php/catalog/4814/download/60455,null
http://catalog.ihsn.org/index.php/catalog/4808,12642,ihsn,lfs,1,,,,,,Indonesia,2011,,,"National Labor Force Survey 2011, August (Wave 3) ",a,as,,,By: Subdirectorate of Manpower Statistics - BPS (Statistics Indonesia),"Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 140","Indonesia, 2011","Survei Angkatan Kerja Nasional 2011, August ",http://catalog.ihsn.org/index.php/catalog/4808,http://catalog.ihsn.org/index.php/catalog/4808/download/60438,null
http://catalog.ihsn.org/index.php/catalog/4810,12649,ihsn,lfs,1,1,1,1,,,Indonesia,2011,,,"National Labor Force Survey 2011, February ",a,as,1,,By: Subdirectorate of Manpower Statistics - BPS (Statistics Indonesia),"Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 78","Indonesia, 2011","Survei Angkatan Kerja Nasional 2011, February ",http://catalog.ihsn.org/index.php/catalog/4810,http://catalog.ihsn.org/index.php/catalog/4810/download/60445,null
http://catalog.ihsn.org/index.php/catalog/4807,12572,ihsn,lfs,1,1,1,1,,,Indonesia,2012,,,"National Labor Force Survey 2012, February ",a,as,1,,By: Subdirectorate of Manpower Statistics - BPS (Statistics Indonesia),"Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 162","Indonesia, 2012","Survei Angkatan Kerja Nasional 2012, February ",http://catalog.ihsn.org/index.php/catalog/4807,http://catalog.ihsn.org/index.php/catalog/4807/download/60436,null
http://catalog.ihsn.org/index.php/catalog/4804,12579,ihsn,lfs,1,,,,,,Indonesia,2012,,,"National Labor Force Survey 2012, May ",a,as,,,By: Subdirectorate of Manpower Statistics - BPS (Statistics Indonesia),"Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 61","Indonesia, 2012",,http://catalog.ihsn.org/index.php/catalog/4804,http://catalog.ihsn.org/index.php/catalog/4804/download/60426,null
http://catalog.ihsn.org/index.php/catalog/2613,14110,ihsn,c,,,,,,,Indonesia,1971,,,Population Census 1971 - IPUMS Subset ,,,,,"By: Central Bureau of Statistics, Minnesota Population Center - University of Minnesota","Created on: Dec 20, 2012 Last modified: Sep 14, 2013 Views: 295","Indonesia, 1971",,http://catalog.ihsn.org/index.php/catalog/2613,http://catalog.ihsn.org/index.php/catalog/2613/download/65303,null
http://catalog.ihsn.org/index.php/catalog/2614,14103,ihsn,c,,,,,,,Indonesia,1976,,,Intercensal Population Survey 1976 - IPUMS Subset ,,,,,"By: Central Bureau of Statistics, Minnesota Population Center - University of Minnesota","Created on: Dec 20, 2012 Last modified: Sep 14, 2013 Views: 383","Indonesia, 1976",,http://catalog.ihsn.org/index.php/catalog/2614,http://catalog.ihsn.org/index.php/catalog/2614/download/65305,null
http://catalog.ihsn.org/index.php/catalog/2615,14096,ihsn,c,,,,,,,Indonesia,1980,,,Census of Population 1980 - IPUMS Subset ,,,,,"By: Central Bureau of Statistics, Minnesota Population Center - University of Minnesota","Created on: Dec 20, 2012 Last modified: Sep 14, 2013 Views: 439","Indonesia, 1980",,http://catalog.ihsn.org/index.php/catalog/2615,http://catalog.ihsn.org/index.php/catalog/2615/download/65307,null
http://catalog.ihsn.org/index.php/catalog/2616,14063,ihsn,c,,,,,,,Indonesia,1985,,,Intercensus Population Survey 1985 - IPUMS Subset ,,,,,"By: Central Bureau of Statistics, Minnesota Population Center - University of Minnesota","Created on: Dec 20, 2012 Last modified: Sep 14, 2013 Views: 346","Indonesia, 1985",,http://catalog.ihsn.org/index.php/catalog/2616,http://catalog.ihsn.org/index.php/catalog/2616/download/65308,null
http://catalog.ihsn.org/index.php/catalog/2617,13965,ihsn,c,,,,,,,Indonesia,1990,,,Population Census 1990 - IPUMS Subset ,,,,,"By: Central Bureau of Statistics, Minnesota Population Center - University of Minnesota","Created on: Dec 20, 2012 Last modified: Sep 14, 2013 Views: 429","Indonesia, 1990",,http://catalog.ihsn.org/index.php/catalog/2617,http://catalog.ihsn.org/index.php/catalog/2617/download/65310,null
http://catalog.ihsn.org/index.php/catalog/2618,13797,ihsn,c,,,,,,,Indonesia,1995,,,Intercensus Population Survey 1995 - IPUMS Subset ,,,,,"By: Central Bureau of Statistics, Minnesota Population Center - University of Minnesota","Created on: Dec 20, 2012 Last modified: Sep 14, 2013 Views: 744","Indonesia, 1995",,http://catalog.ihsn.org/index.php/catalog/2618,http://catalog.ihsn.org/index.php/catalog/2618/download/65312,null
http://catalog.ihsn.org/index.php/catalog/2619,13587,ihsn,c,,,,,,,Indonesia,2000,,,Population Census 2000 - IPUMS Subset ,,,,,"By: Central Bureau of Statistics, Minnesota Population Center - University of Minnesota","Created on: Dec 20, 2012 Last modified: Sep 14, 2013 Views: 263","Indonesia, 2000",,http://catalog.ihsn.org/index.php/catalog/2619,http://catalog.ihsn.org/index.php/catalog/2619/download/65314,null
http://catalog.ihsn.org/index.php/catalog/2620,13275,ihsn,c,,,,,,,Indonesia,2005,,,Intercensal Population Survey 2005 - IPUMS Subset ,,,,,"By: Central Bureau of Statistics, Minnesota Population Center - University of Minnesota","Created on: Dec 20, 2012 Last modified: Sep 14, 2013 Views: 435","Indonesia, 2005",,http://catalog.ihsn.org/index.php/catalog/2620,http://catalog.ihsn.org/index.php/catalog/2620/download/65316,null
http://catalog.ihsn.org/index.php/catalog/4324,12799,ihsn,c,,,,,,,Indonesia,2010,,,Population Census 2010 ,,,,,By: Badan Pusat Statistik-Statistics Indonesia,"Created on: Apr 07, 2014 Last modified: Apr 07, 2014 Views: 257","Indonesia, 2010",,http://catalog.ihsn.org/index.php/catalog/4324,http://catalog.ihsn.org/index.php/catalog/4324/download/56479,http://catalog.ihsn.org/index.php/catalog/4324/download/56481
http://catalog.ihsn.org/index.php/catalog/2621,12806,ihsn,c,,,,,,,Indonesia,2010,,,Population Census 2010 - IPUMS Subset ,,,,,"By: Central Bureau of Statistics, Minnesota Population Center - University of Minnesota","Created on: Dec 20, 2012 Last modified: Sep 14, 2013 Views: 520","Indonesia, 2010",,http://catalog.ihsn.org/index.php/catalog/2621,http://catalog.ihsn.org/index.php/catalog/2621/download/65318,null
http://catalog.ihsn.org/index.php/catalog/4766,12813,ihsn,c,,,,,,,Indonesia,2010,,,"Population Census 2010, Death ",,,,,By: BPS-Statistics Indonesia - Government of Indonesia,"Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 46","Indonesia, 2010",,http://catalog.ihsn.org/index.php/catalog/4766,http://catalog.ihsn.org/index.php/catalog/4766/download/60152,null
http://catalog.ihsn.org/index.php/catalog/4768,12820,ihsn,c,,,,,,,Indonesia,2010,,,"Population Census 2010, House ",,,,,By: BPS-Statistics Indonesia - Government of Indonesia,"Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 44","Indonesia, 2010",,http://catalog.ihsn.org/index.php/catalog/4768,http://catalog.ihsn.org/index.php/catalog/4768/download/60160,null
http://catalog.ihsn.org/index.php/catalog/4770,12827,ihsn,c,,,,,,,Indonesia,2010,,,"Population Census 2010, Table 1 ",,,,,By: BPS-Statistics Indonesia - Government of Indonesia,"Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 44","Indonesia, 2010",,http://catalog.ihsn.org/index.php/catalog/4770,http://catalog.ihsn.org/index.php/catalog/4770/download/60168,null
http://catalog.ihsn.org/index.php/catalog/4789,12834,ihsn,c,,,,,,,Indonesia,2010,,,"Population Census 2010, Table 2 ",,,,,By: BPS-Statistics Indonesia - Government of Indonesia,"Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 36","Indonesia, 2010",,http://catalog.ihsn.org/index.php/catalog/4789,http://catalog.ihsn.org/index.php/catalog/4789/download/60341,null
http://catalog.ihsn.org/index.php/catalog/4792,12841,ihsn,c,,,,,,,Indonesia,2010,,,"Population Census 2010, Table 3 ",,,,,By: BPS-Statistics Indonesia - Government of Indonesia,"Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 28","Indonesia, 2010",,http://catalog.ihsn.org/index.php/catalog/4792,http://catalog.ihsn.org/index.php/catalog/4792/download/60350,null
http://catalog.ihsn.org/index.php/catalog/2484,13923,ihsn,dhs,,,,,,,Indonesia,1991,,,Demographic and Health Survey 1991 ,,,,,"By: Central Bureau of Statistics (BPS), National Family Planning Coordinating Board (NFPCB), Ministry of Health","Created on: Dec 20, 2012 Last modified: Sep 14, 2013 Views: 508 Citations: 123 ","Indonesia, 1991",,http://catalog.ihsn.org/index.php/catalog/2484,http://catalog.ihsn.org/index.php/catalog/2484/download/38166,"/W3C//DTD XHTML 1.0 Transitional//EN"" ""http://www.w3.org/TR/x"
http://catalog.ihsn.org/index.php/catalog/2485,13818,ihsn,dhs,,,,,,,Indonesia,1994,,,Demographic and Health Survey 1994 ,,,,,"By: Central Bureau of Statistics (BPS), State Ministry of Population/National Family Planning Coordinating Board (NFPCB), Ministry of Health","Created on: Dec 20, 2012 Last modified: Sep 14, 2013 Views: 643 Citations: 140 ","Indonesia, 1994",,http://catalog.ihsn.org/index.php/catalog/2485,http://catalog.ihsn.org/index.php/catalog/2485/download/38170,"/W3C//DTD XHTML 1.0 Transitional//EN"" ""http://www.w3.org/TR/x"
http://catalog.ihsn.org/index.php/catalog/2486,13706,ihsn,dhs,,,,,,,Indonesia,1997,,,Demographic and Health Survey 1997 ,,,,,"By: Central Bureau of Statistics (BPS), State Ministry of Population/National Family Planning Coordinating Board (NFPCB), Ministry of Health","Created on: Dec 20, 2012 Last modified: Sep 14, 2013 Views: 804 Citations: 179 ","Indonesia, 1997",,http://catalog.ihsn.org/index.php/catalog/2486,http://catalog.ihsn.org/index.php/catalog/2486/download/38174,"/W3C//DTD XHTML 1.0 Transitional//EN"" ""http://www.w3.org/TR/x"
http://catalog.ihsn.org/index.php/catalog/2487,13405,ihsn,dhs,,,,,,,Indonesia,2003,,,Demographic and Health Survey 2002-2003 ,,,,,"By: Statistics Indonesia (BPS), National Family Planning Coordinating Board (NFPCB), Ministry of Health","Created on: Dec 20, 2012 Last modified: Sep 14, 2013 Views: 739 Citations: 130 ","Indonesia, 2003",,http://catalog.ihsn.org/index.php/catalog/2487,http://catalog.ihsn.org/index.php/catalog/2487/download/38179,"/W3C//DTD XHTML 1.0 Transitional//EN"" ""http://www.w3.org/TR/x"
http://catalog.ihsn.org/index.php/catalog/2488,13135,ihsn,dhs,,,,,,,Indonesia,2007,,,Demographic and Health Survey 2007 ,,,,,By: Central Bureau of Statistics (Badan Pusat Statistik (BPS)),"Created on: Dec 20, 2012 Last modified: Sep 14, 2013 Views: 888 Citations: 91 ","Indonesia, 2007",,http://catalog.ihsn.org/index.php/catalog/2488,http://catalog.ihsn.org/index.php/catalog/2488/download/38183,http://catalog.ihsn.org/index.php/catalog/2488/download/38186
http://catalog.ihsn.org/index.php/catalog/3638,12565,ihsn,dhs,,,,,,,Indonesia,2012,,,Demographic and Health Survey 2012 ,,,,,By: Statistics Indonesia (BPS) - Government of Indonesia,"Created on: Dec 12, 2013 Last modified: Dec 12, 2013 Views: 376 Citations: 14 ","Indonesia, 2012",,http://catalog.ihsn.org/index.php/catalog/3638,http://catalog.ihsn.org/index.php/catalog/3638/download/51536,"/W3C//DTD XHTML 1.0 Transitional//EN"" ""http://www.w3.org/TR/x"
http://catalog.ihsn.org/index.php/catalog/4011,13037,ihsn,hses,,,,,,,Indonesia,2008,,,"Household Socio-Economic Survey 2008, Baseline ",,,,,By: Survey Meter,"Created on: Feb 19, 2014 Last modified: Feb 19, 2014 Views: 366","Indonesia, 2008",,http://catalog.ihsn.org/index.php/catalog/4011,http://catalog.ihsn.org/index.php/catalog/4011/download/54552,null
http://catalog.ihsn.org/index.php/catalog/4014,12890,ihsn,hses,,,,,,,Indonesia, 2008-2009,,,"Household Socio-Economic Survey, BPS 2008 ",,,,,By: Survey Meter,"Created on: Feb 19, 2014 Last modified: Feb 19, 2014 Views: 645 Citations: 8 ","Indonesia, 2008-2009",,http://catalog.ihsn.org/index.php/catalog/4014,http://catalog.ihsn.org/index.php/catalog/4014/download/54577,http://catalog.ihsn.org/index.php/catalog/4014/download/54579
http://catalog.ihsn.org/index.php/catalog/4012,12883,ihsn,hses,,,,,,,Indonesia,2009,,,"Household Socio-Economic Survey 2008, Endline ",,,,,By: Survey Meter,"Created on: Feb 19, 2014 Last modified: Feb 19, 2014 Views: 297","Indonesia, 2009",,http://catalog.ihsn.org/index.php/catalog/4012,http://catalog.ihsn.org/index.php/catalog/4012/download/54563,null
http://catalog.ihsn.org/index.php/catalog/4016,12897,ihsn,hses,,,,,,,Indonesia,2009,,,"Household Socio-Economic Survey, Mitra Samya 2008 ",,,,,By: Survey Meter,"Created on: Feb 19, 2014 Last modified: Feb 19, 2014 Views: 140","Indonesia, 2009",,http://catalog.ihsn.org/index.php/catalog/4016,http://catalog.ihsn.org/index.php/catalog/4016/download/54589,null
http://catalog.ihsn.org/index.php/catalog/836,13566,ihsn,mics,,,,,,,Indonesia,2000,,,"Multiple Indicator Cluster Survey 2000, Education and Health of Mothers and Children ",,,,,"By: Badan Pusat Statistik, Ministry of Health","Created on: Sep 29, 2011 Last modified: Sep 14, 2013 Views: 2269 Citations: 5 ","Indonesia, 2000",,http://catalog.ihsn.org/index.php/catalog/836,"http://catalog.ihsn.org/index.php/catalog/836/download/32392""","http://catalog.ihsn.org/index.php/catalog/836/download/32392"""
http://catalog.ihsn.org/index.php/catalog/3983,12628,ihsn,mics,,,,,,,Indonesia,2011,,,Multiple Indicator Cluster Survey 2011 - Selected Districts of Papua ,,,,,"By: United Nations Children’s Fund, Badan Pusat Statistik (Statistics Indonesia)","Created on: Dec 12, 2013 Last modified: Dec 12, 2013 Views: 2182","Indonesia, 2011",,http://catalog.ihsn.org/index.php/catalog/3983,http://catalog.ihsn.org/index.php/catalog/3983/download/54158,"/W3C//DTD XHTML 1.0 Transitional//EN"" ""http://www.w3.org/TR/x"
http://catalog.ihsn.org/index.php/catalog/3984,12635,ihsn,mics,,,,,,,Indonesia,2011,,,Multiple Indicator Cluster Survey 2011 - Selected Districts of West Papua ,,,,,"By: United Nations Children’s Fund, Badan Pusat Statistik (Statistics Indonesia)","Created on: Dec 12, 2013 Last modified: Dec 12, 2013 Views: 89","Indonesia, 2011",,http://catalog.ihsn.org/index.php/catalog/3984,http://catalog.ihsn.org/index.php/catalog/3984/download/54193,"/W3C//DTD XHTML 1.0 Transitional//EN"" ""http://www.w3.org/TR/x"
http://catalog.ihsn.org/index.php/catalog/4025,14082,ihsn,,,,,,,,Indonesia,1983,,,Pendataan Potensi Desa / Kelurahann 1983 ,,,,,By: Badan Pengawas Statistik - BPS,"Created on: Feb 19, 2014 Last modified: Feb 19, 2014 Views: 310","Indonesia, 1983",,http://catalog.ihsn.org/index.php/catalog/4025,http://catalog.ihsn.org/index.php/catalog/4025/download/54686,null
http://catalog.ihsn.org/index.php/catalog/4024,14089,ihsn,,,,,,,,Indonesia,1983,,,Village Potential Survey 1983 ,,,,,By: Central Bureau of Statistics - BPS,"Created on: Feb 19, 2014 Last modified: Feb 19, 2014 Views: 74","Indonesia, 1983",,http://catalog.ihsn.org/index.php/catalog/4024,http://catalog.ihsn.org/index.php/catalog/4024/download/54683,null
http://catalog.ihsn.org/index.php/catalog/3696,14070,ihsn,,,,,,,,Indonesia,1984,,,National Socio-Economic Survey 1984 ,,,,,By:,"Created on: Dec 12, 2013 Last modified: Dec 12, 2013 Views","Indonesia, 1984",,http://catalog.ihsn.org/index.php/catalog/3696,http://catalog.ihsn.org/index.php/catalog/3696/download/51948,null
http://catalog.ihsn.org/index.php/catalog/4878,14056,ihsn,,,,,,,,Indonesia,1986,,,Survey Angkatan Kerja Nasional 1986 ,,,,,By: Subdirektorat Statistik Ketenagakerjaan - BPS (Badan Pusat Statistik),"Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 39","Indonesia, 1986",,http://catalog.ihsn.org/index.php/catalog/4878,null,null
http://catalog.ihsn.org/index.php/catalog/2483,14021,ihsn,,,,,,,,Indonesia,1987,,,National Contraceptive Prevalence Survey 1987 ,,,,,"By: Central Bureau of Statistics, National Family Planning Coordinating Board (NFPCB)","Created on: Dec 20, 2012 Last modified: Sep 14, 2013 Views: 638 Citations: 85 ","Indonesia, 1987",,http://catalog.ihsn.org/index.php/catalog/2483,http://catalog.ihsn.org/index.php/catalog/2483/download/38162,"/W3C//DTD XHTML 1.0 Transitional//EN"" ""http://www.w3.org/TR/x"
http://catalog.ihsn.org/index.php/catalog/3695,14035,ihsn,,,,,,,,Indonesia,1987,,,National Socio-Economic Survey 1987 ,,,,,By:,"Created on: Dec 12, 2013 Last modified: Dec 12, 2013 Views: 955 Citations: 3 ","Indonesia, 1987",,http://catalog.ihsn.org/index.php/catalog/3695,null,null
http://catalog.ihsn.org/index.php/catalog/4911,13951,ihsn,,,,,,,,Indonesia,1990,,,National Socio-Economic Survey 1990 ,,,,,By: Central Bureau of Statistics (BPS) of Indonesia,"Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 53 Citations: 4 ","Indonesia, 1990",,http://catalog.ihsn.org/index.php/catalog/4911,http://catalog.ihsn.org/index.php/catalog/4911/download/60906,null
http://catalog.ihsn.org/index.php/catalog/4027,13958,ihsn,,,,,,,,Indonesia,1990,,,Pendataan Potensi Desa / Kelurahan 1990 ,,,,,By: Badan Pusat Statistik - BPS,"Created on: Feb 19, 2014 Last modified: Feb 19, 2014 Views: 788","Indonesia, 1990",,http://catalog.ihsn.org/index.php/catalog/4027,http://catalog.ihsn.org/index.php/catalog/4027/download/54692,null
http://catalog.ihsn.org/index.php/catalog/3068,13979,ihsn,,,,,,,,Indonesia,1990,,,Survei Sosial Ekonomi Nasional 1990 ,,,,,By: Badan Pusat Statistik,"Created on: Jul 10, 2013 Last modified: Sep 14, 2013 Views: 24861 Citations: 3 ","Indonesia, 1990",,http://catalog.ihsn.org/index.php/catalog/3068,http://catalog.ihsn.org/index.php/catalog/3068/download/45715,null
http://catalog.ihsn.org/index.php/catalog/4026,13986,ihsn,,,,,,,,Indonesia,1990,,,Village Potential Survey 1990 ,,,,,By: Central Bureau of Statistics - BPS,"Created on: Feb 19, 2014 Last modified: Feb 19, 2014 Views: 92","Indonesia, 1990",,http://catalog.ihsn.org/index.php/catalog/4026,http://catalog.ihsn.org/index.php/catalog/4026/download/54689,null
http://catalog.ihsn.org/index.php/catalog/952,13615,ihsn,,,,,,,,Indonesia, 1991-1999,,,Impact Evaluation of Farmer Field Schools 1991-1999 ,,,,,"By: Indonesian Center for Agro-Socioeconomic Research (CASER), Gershon Feder, Rinku Murgai and Jaime B. Quizon","Created on: Oct 20, 2011 Last modified: Sep 14, 2013 Views: 260","Indonesia, 1991-1999",,http://catalog.ihsn.org/index.php/catalog/952,null,null
http://catalog.ihsn.org/index.php/catalog/4910,13902,ihsn,,,,,,,,Indonesia,1992,,,National Socio-Economic Survey 1992 ,,,,,By: Central Bureau of Statistics (BPS) of Indonesia,"Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 76 Citations: 6 ","Indonesia, 1992",,http://catalog.ihsn.org/index.php/catalog/4910,http://catalog.ihsn.org/index.php/catalog/4910/download/60903,null
http://catalog.ihsn.org/index.php/catalog/3067,13916,ihsn,,,,,,,,Indonesia,1992,,,Survei Sosial Ekonomi Nasional 1992 ,,,,,By: Badan Pusat Statistik,"Created on: Jul 10, 2013 Last modified: Sep 14, 2013 Views: 412 Citations: 6 ","Indonesia, 1992",,http://catalog.ihsn.org/index.php/catalog/3067,http://catalog.ihsn.org/index.php/catalog/3067/download/45712,null
http://catalog.ihsn.org/index.php/catalog/4904,13860,ihsn,,,,,,,,Indonesia,1993,,,National Socio-Economic Survey 1993 ,,,,,By: Central Bureau of Statistics (BPS) of Indonesia,"Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 257 Citations: 11 ","Indonesia, 1993",,http://catalog.ihsn.org/index.php/catalog/4904,http://catalog.ihsn.org/index.php/catalog/4904/download/60878,null
http://catalog.ihsn.org/index.php/catalog/4029,13867,ihsn,,,,,,,,Indonesia,1993,,,Pendataan Potensi Desa / Kelurahan 1993 ,,,,,By: Badan Pusat Statistik - BPS,"Created on: Feb 19, 2014 Last modified: Feb 19, 2014 Views: 816","Indonesia, 1993",,http://catalog.ihsn.org/index.php/catalog/4029,http://catalog.ihsn.org/index.php/catalog/4029/download/54697,null
http://catalog.ihsn.org/index.php/catalog/3066,13881,ihsn,,,,,,,,Indonesia,1993,,,Survei Sosial Ekonomi Nasional 1993 ,,,,,By: Badan Pusat Statistik,"Created on: Jul 10, 2013 Last modified: Sep 14, 2013 Views: 392 Citations: 9 ","Indonesia, 1993",,http://catalog.ihsn.org/index.php/catalog/3066,http://catalog.ihsn.org/index.php/catalog/3066/download/45706,null
http://catalog.ihsn.org/index.php/catalog/4028,13888,ihsn,,,,,,,,Indonesia,1993,,,Village Potential Survey 1993 ,,,,,By: Central Bureau of Statistics - BPS,"Created on: Feb 19, 2014 Last modified: Feb 19, 2014 Views: 87","Indonesia, 1993",,http://catalog.ihsn.org/index.php/catalog/4028,http://catalog.ihsn.org/index.php/catalog/4028/download/54695,null
http://catalog.ihsn.org/index.php/catalog/2415,3494,ihsn,,,,,,,,Indonesia, 1993-1994,,,"Family Life Survey 1993, IFLS1 / SAKERTI 93 ",,,,,"By: RAND Corporation - RAND Corporation, Lembaga Demografi (LD) - University of Indonesia","Created on: Dec 20, 2012 Last modified: Sep 14, 2013 Views: 21769 Citations: 63 ","Indonesia, 1993-1994",,http://catalog.ihsn.org/index.php/catalog/2415,http://catalog.ihsn.org/index.php/catalog/2415/download/37754,http://catalog.ihsn.org/index.php/catalog/2415/download/37756
http://catalog.ihsn.org/index.php/catalog/4903,13832,ihsn,,,,,,,,Indonesia,1994,,,National Socio-Economic Survey 1994 ,,,,,By: Central Bureau of Statistics (BPS) of Indonesia,"Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 66 Citations: 4 ","Indonesia, 1994",,http://catalog.ihsn.org/index.php/catalog/4903,http://catalog.ihsn.org/index.php/catalog/4903/download/60875,null
http://catalog.ihsn.org/index.php/catalog/3065,13846,ihsn,,,,,,,,Indonesia,1994,,,Survei Sosial Ekonomi Nasional 1994 ,,,,,By: Badan Pusat Statistik,"Created on: Jul 10, 2013 Last modified: Sep 14, 2013 Views: 175 Citations: 5 ","Indonesia, 1994",,http://catalog.ihsn.org/index.php/catalog/3065,http://catalog.ihsn.org/index.php/catalog/3065/download/45703,null
http://catalog.ihsn.org/index.php/catalog/4902,3931,ihsn,,,,,,,,Indonesia,1995,,,National Socio-Economic Survey 1995 ,,,,,By: Central Bureau of Statistics (BPS) of Indonesia,"Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 50 Citations: 5 ","Indonesia, 1995",,http://catalog.ihsn.org/index.php/catalog/4902,http://catalog.ihsn.org/index.php/catalog/4902/download/60870,null
http://catalog.ihsn.org/index.php/catalog/3064,13811,ihsn,,,,,,,,Indonesia,1995,,,Survei Sosial Ekonomi Nasional 1995 ,,,,,By: Badan Pusat Statistik,"Created on: Jul 10, 2013 Last modified: Sep 14, 2013 Views: 2124 Citations: 8 ","Indonesia, 1995",,http://catalog.ihsn.org/index.php/catalog/3064,http://catalog.ihsn.org/index.php/catalog/3064/download/45698,null
http://catalog.ihsn.org/index.php/catalog/4901,13755,ihsn,,,,,,,,Indonesia,1996,,,National Socio-Economic Survey 1996 ,,,,,By: Central Bureau of Statistics (BPS) of Indonesia,"Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 58 Citations: 13 ","Indonesia, 1996",,http://catalog.ihsn.org/index.php/catalog/4901,http://catalog.ihsn.org/index.php/catalog/4901/download/60864,null
http://catalog.ihsn.org/index.php/catalog/4031,13762,ihsn,,,,,,,,Indonesia,1996,,,Pendataan Potensi Desa / Kelurahan 1996 ,,,,,By: Badan Pusat Statistik - BPS,"Created on: Feb 19, 2014 Last modified: Feb 19, 2014 Views: 80","Indonesia, 1996",,http://catalog.ihsn.org/index.php/catalog/4031,http://catalog.ihsn.org/index.php/catalog/4031/download/54701,null
http://catalog.ihsn.org/index.php/catalog/3063,13783,ihsn,,,,,,,,Indonesia,1996,,,Survei Sosial Ekonomi Nasional 1996 ,,,,,By: Badan Pusat Statistik,"Created on: Jul 10, 2013 Last modified: Sep 14, 2013 Views: 2259 Citations: 19 ","Indonesia, 1996",,http://catalog.ihsn.org/index.php/catalog/3063,http://catalog.ihsn.org/index.php/catalog/3063/download/45692,null
