Serial #,source,Type,all,annual,country/annual,1 series per country,unique countries,MOU,Country Name,Year,series (at least 3 samples since 1999),AF/AS,Title,frequency,Region,9,samples annual,by,created,Original,official language,links,,,,questionnaires,reports
4235,ihsn,,,,,,,,Mexico,2011,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2011, Octubre ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 62","Mexico, 2011",,http://catalog.ihsn.org/index.php/catalog/5099,,,,http://catalog.ihsn.org/index.php/catalog/5095/download/62084,null
4242,ihsn,,,,,,,,Mexico,2011,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2011, Septiembre ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 53","Mexico, 2011",,http://catalog.ihsn.org/index.php/catalog/5098,,,,http://catalog.ihsn.org/index.php/catalog/5092/download/62066,null
17059,ihsn,,,,,,,,Mexico,2011,,,Global Financial Inclusion (Global Findex) Database 2011 ,,,,,"By: Development Research Group, Finance and Private Sector Development Unit - World Bank","Created on: Dec 20, 2012 Last modified: Sep 14, 2013 Views: 81","Mexico, 2011",,http://catalog.ihsn.org/index.php/catalog/2703,,,,http://catalog.ihsn.org/index.php/catalog/5094/download/62078,null
17066,ihsn,,,,,,,,Mexico,2011,,,Large-Scale Financial Education Program Impact Evaluation 2011-2012 ,,,,,By: David McKenzie - World Bank,,"Mexico, 2011",,http://catalog.ihsn.org/index.php/catalog/5135,,,,http://catalog.ihsn.org/index.php/catalog/5100/download/62114,null
4078,ihsn,,,,,,,,Mexico,2012,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2012, Abril ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 55","Mexico, 2012",,http://catalog.ihsn.org/index.php/catalog/5105,,,,http://catalog.ihsn.org/index.php/catalog/5099/download/62108,null
4085,ihsn,,,,,,,,Mexico,2012,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2012, Agosto ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 42","Mexico, 2012",,http://catalog.ihsn.org/index.php/catalog/5109,,,,http://catalog.ihsn.org/index.php/catalog/5098/download/62102,null
4092,ihsn,,,,,,,,Mexico,2012,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2012, Diciembre ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 46","Mexico, 2012",,http://catalog.ihsn.org/index.php/catalog/5113,,,,"/W3C//DTD XHTML 1.0 Transitional//EN"" ""http://www.w3.org/TR/x",null
4099,ihsn,,,,,,,,Mexico,2012,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2012, Enero ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 47","Mexico, 2012",,http://catalog.ihsn.org/index.php/catalog/5102,,,,http://catalog.ihsn.org/index.php/catalog/5135/download/62400,http://catalog.ihsn.org/index.php/catalog/5135/download/62401
4106,ihsn,,,,,,,,Mexico,2012,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2012, Febrero ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 57","Mexico, 2012",,http://catalog.ihsn.org/index.php/catalog/5103,,,,null,null
4113,ihsn,,,,,,,,Mexico,2012,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2012, Julio ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 57","Mexico, 2012",,http://catalog.ihsn.org/index.php/catalog/5108,,,,http://catalog.ihsn.org/index.php/catalog/5105/download/62146,null
4120,ihsn,,,,,,,,Mexico,2012,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2012, Junio ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 49","Mexico, 2012",,http://catalog.ihsn.org/index.php/catalog/5107,,,,http://catalog.ihsn.org/index.php/catalog/5109/download/62170,null
4127,ihsn,,,,,,,,Mexico,2012,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2012, Marzo ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 71","Mexico, 2012",,http://catalog.ihsn.org/index.php/catalog/5104,,,,http://catalog.ihsn.org/index.php/catalog/5113/download/62194,null
4134,ihsn,,,,,,,,Mexico,2012,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2012, Mayo ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 72","Mexico, 2012",,http://catalog.ihsn.org/index.php/catalog/5106,,,,http://catalog.ihsn.org/index.php/catalog/5102/download/62128,null
4141,ihsn,,,,,,,,Mexico,2012,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2012, Noviembre ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 63","Mexico, 2012",,http://catalog.ihsn.org/index.php/catalog/5112,,,,http://catalog.ihsn.org/index.php/catalog/5103/download/62134,null
4148,ihsn,,,,,,,,Mexico,2012,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2012, Octubre ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 45","Mexico, 2012",,http://catalog.ihsn.org/index.php/catalog/5111,,,,http://catalog.ihsn.org/index.php/catalog/5108/download/62164,null
4155,ihsn,,,,,,,,Mexico,2012,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2012, Septiembre ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 52","Mexico, 2012",,http://catalog.ihsn.org/index.php/catalog/5110,,,,http://catalog.ihsn.org/index.php/catalog/5107/download/62158,null
3994,ihsn,,,,,,,,Mexico,2013,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2013, Abril ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 60","Mexico, 2013",,http://catalog.ihsn.org/index.php/catalog/5117,,,,http://catalog.ihsn.org/index.php/catalog/5104/download/62140,null
4001,ihsn,,,,,,,,Mexico,2013,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2013, Agosto ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 18","Mexico, 2013",,http://catalog.ihsn.org/index.php/catalog/4962,,,,http://catalog.ihsn.org/index.php/catalog/5106/download/62152,null
4008,ihsn,,,,,,,,Mexico,2013,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2013, Diciembre ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 15","Mexico, 2013",,http://catalog.ihsn.org/index.php/catalog/4966,,,,http://catalog.ihsn.org/index.php/catalog/5112/download/62188,null
4015,ihsn,,,,,,,,Mexico,2013,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2013, Enero ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 50","Mexico, 2013",,http://catalog.ihsn.org/index.php/catalog/5115,,,,http://catalog.ihsn.org/index.php/catalog/5111/download/62182,null
4022,ihsn,,,,,,,,Mexico,2013,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2013, Febrero ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 58","Mexico, 2013",,http://catalog.ihsn.org/index.php/catalog/5114,,,,http://catalog.ihsn.org/index.php/catalog/5110/download/62176,null
4029,ihsn,,,,,,,,Mexico,2013,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2013, Julio ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 16","Mexico, 2013",,http://catalog.ihsn.org/index.php/catalog/4961,,,,http://catalog.ihsn.org/index.php/catalog/5117/download/62218,null
4036,ihsn,,,,,,,,Mexico,2013,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2013, Junio ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 18","Mexico, 2013",,http://catalog.ihsn.org/index.php/catalog/4960,,,,http://catalog.ihsn.org/index.php/catalog/4962/download/61307,null
4043,ihsn,,,,,,,,Mexico,2013,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2013, Marzo ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 64","Mexico, 2013",,http://catalog.ihsn.org/index.php/catalog/5116,,,,http://catalog.ihsn.org/index.php/catalog/4966/download/61331,null
4050,ihsn,,,,,,,,Mexico,2013,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2013, Mayo ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 62","Mexico, 2013",,http://catalog.ihsn.org/index.php/catalog/5118,,,,http://catalog.ihsn.org/index.php/catalog/5115/download/62206,null
4057,ihsn,,,,,,,,Mexico,2013,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2013, Noviembre ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 26","Mexico, 2013",,http://catalog.ihsn.org/index.php/catalog/4965,,,,http://catalog.ihsn.org/index.php/catalog/5114/download/62200,null
4064,ihsn,,,,,,,,Mexico,2013,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2013, Octubre ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 19","Mexico, 2013",,http://catalog.ihsn.org/index.php/catalog/4964,,,,http://catalog.ihsn.org/index.php/catalog/4961/download/61301,null
4071,ihsn,,,,,,,,Mexico,2013,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2013, Septiembre ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 20","Mexico, 2013",,http://catalog.ihsn.org/index.php/catalog/4963,,,,http://catalog.ihsn.org/index.php/catalog/4960/download/61295,null
3945,ihsn,,,,,,,,Mexico,2014,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2014, Abril ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 40","Mexico, 2014",,http://catalog.ihsn.org/index.php/catalog/4970,,,,http://catalog.ihsn.org/index.php/catalog/5116/download/62212,null
3952,ihsn,,,,,,,,Mexico,2014,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2014, Enero ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 20","Mexico, 2014",,http://catalog.ihsn.org/index.php/catalog/4967,,,,http://catalog.ihsn.org/index.php/catalog/5118/download/62224,null
3959,ihsn,,,,,,,,Mexico,2014,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2014, Febrero ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 19","Mexico, 2014",,http://catalog.ihsn.org/index.php/catalog/4968,,,,http://catalog.ihsn.org/index.php/catalog/4965/download/61325,null
3966,ihsn,,,,,,,,Mexico,2014,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2014, Julio ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 20","Mexico, 2014",,http://catalog.ihsn.org/index.php/catalog/4973,,,,http://catalog.ihsn.org/index.php/catalog/4964/download/61319,null
3973,ihsn,,,,,,,,Mexico,2014,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2014, Junio ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 22","Mexico, 2014",,http://catalog.ihsn.org/index.php/catalog/4972,,,,http://catalog.ihsn.org/index.php/catalog/4963/download/61313,null
3980,ihsn,,,,,,,,Mexico,2014,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2014, Marzo ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 13","Mexico, 2014",,http://catalog.ihsn.org/index.php/catalog/4969,,,,http://catalog.ihsn.org/index.php/catalog/4970/download/61355,null
3987,ihsn,,,,,,,,Mexico,2014,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2014, Mayo ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 15","Mexico, 2014",,http://catalog.ihsn.org/index.php/catalog/4971,,,,http://catalog.ihsn.org/index.php/catalog/4967/download/61337,null
,,,,,,,,,,,,,,,,,,,,,,,,,,http://catalog.ihsn.org/index.php/catalog/4968/download/61343,null
,,,,,,,,,,,,,,,,,,,,,,,,,,http://catalog.ihsn.org/index.php/catalog/4973/download/61373,null
,,,,,,,,,,,,,,,,,,,,,,,,,,http://catalog.ihsn.org/index.php/catalog/4972/download/61367,null
,,,,,,,,,,,,,,,,,,,,,,,,,,http://catalog.ihsn.org/index.php/catalog/4969/download/61349,null
,,,,,,,,,,,,,,,,,,,,,,,,,,http://catalog.ihsn.org/index.php/catalog/4971/download/61361,null
