links,Serial #,source,Type,all,annual,country/annual,1 series per country,unique countries,MOU,Country Name,Year,series (at least 3 samples since 1999),AF/AS,Title,frequency,Region,9,samples annual,by,created,Original,official language,links
http://catalog.ihsn.org/index.php/catalog/5030,4683,ihsn,,,,,,,,Mexico,2005,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2005, Diciembre ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 12","Mexico, 2005",,http://catalog.ihsn.org/index.php/catalog/5030
http://catalog.ihsn.org/index.php/catalog/5019,4690,ihsn,,,,,,,,Mexico,2005,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2005, Enero ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 10","Mexico, 2005",,http://catalog.ihsn.org/index.php/catalog/5019
http://catalog.ihsn.org/index.php/catalog/5020,4697,ihsn,,,,,,,,Mexico,2005,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2005, Febrero ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 7","Mexico, 2005",,http://catalog.ihsn.org/index.php/catalog/5020
http://catalog.ihsn.org/index.php/catalog/5025,4704,ihsn,,,,,,,,Mexico,2005,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2005, Julio ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 8","Mexico, 2005",,http://catalog.ihsn.org/index.php/catalog/5025
http://catalog.ihsn.org/index.php/catalog/5024,4711,ihsn,,,,,,,,Mexico,2005,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2005, Junio ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 3","Mexico, 2005",,http://catalog.ihsn.org/index.php/catalog/5024
http://catalog.ihsn.org/index.php/catalog/5021,4718,ihsn,,,,,,,,Mexico,2005,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2005, Marzo ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 12","Mexico, 2005",,http://catalog.ihsn.org/index.php/catalog/5021
http://catalog.ihsn.org/index.php/catalog/5023,4725,ihsn,,,,,,,,Mexico,2005,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2005, Mayo ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 12","Mexico, 2005",,http://catalog.ihsn.org/index.php/catalog/5023
http://catalog.ihsn.org/index.php/catalog/5029,4732,ihsn,,,,,,,,Mexico,2005,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2005, Noviembre ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 14","Mexico, 2005",,http://catalog.ihsn.org/index.php/catalog/5029
http://catalog.ihsn.org/index.php/catalog/5028,4739,ihsn,,,,,,,,Mexico,2005,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2005, Octubre ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 11","Mexico, 2005",,http://catalog.ihsn.org/index.php/catalog/5028
http://catalog.ihsn.org/index.php/catalog/5027,4746,ihsn,,,,,,,,Mexico,2005,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2005, Septiembre ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 9","Mexico, 2005",,http://catalog.ihsn.org/index.php/catalog/5027
http://catalog.ihsn.org/index.php/catalog/4795,17250,ihsn,,,,,,,,Mexico, 2005-2006,,,Experimental Evidence on Returns to Capital and Access to Finance 2005 ,,,,,By: David McKenzie - World Bank,,"Mexico, 2005-2006",,http://catalog.ihsn.org/index.php/catalog/4795
http://catalog.ihsn.org/index.php/catalog/5033,4585,ihsn,,,,,,,,Mexico,2006,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2006, Abril ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 13","Mexico, 2006",,http://catalog.ihsn.org/index.php/catalog/5033
http://catalog.ihsn.org/index.php/catalog/5037,4592,ihsn,,,,,,,,Mexico,2006,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2006, Agosto ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 9","Mexico, 2006",,http://catalog.ihsn.org/index.php/catalog/5037
http://catalog.ihsn.org/index.php/catalog/5041,4599,ihsn,,,,,,,,Mexico,2006,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2006, Diciembre ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 8","Mexico, 2006",,http://catalog.ihsn.org/index.php/catalog/5041
http://catalog.ihsn.org/index.php/catalog/4946,4606,ihsn,,,,,,,,Mexico,2006,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2006, Enero ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 13","Mexico, 2006",,http://catalog.ihsn.org/index.php/catalog/4946
http://catalog.ihsn.org/index.php/catalog/5031,4613,ihsn,,,,,,,,Mexico,2006,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2006, Febrero ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 2","Mexico, 2006",,http://catalog.ihsn.org/index.php/catalog/5031
http://catalog.ihsn.org/index.php/catalog/5036,4620,ihsn,,,,,,,,Mexico,2006,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2006, Julio ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 12","Mexico, 2006",,http://catalog.ihsn.org/index.php/catalog/5036
http://catalog.ihsn.org/index.php/catalog/5035,4627,ihsn,,,,,,,,Mexico,2006,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2006, Junio ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 4","Mexico, 2006",,http://catalog.ihsn.org/index.php/catalog/5035
http://catalog.ihsn.org/index.php/catalog/5032,4634,ihsn,,,,,,,,Mexico,2006,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2006, Marzo ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 13","Mexico, 2006",,http://catalog.ihsn.org/index.php/catalog/5032
http://catalog.ihsn.org/index.php/catalog/5034,4641,ihsn,,,,,,,,Mexico,2006,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2006, Mayo ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 11","Mexico, 2006",,http://catalog.ihsn.org/index.php/catalog/5034
http://catalog.ihsn.org/index.php/catalog/5040,4648,ihsn,,,,,,,,Mexico,2006,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2006, Noviembre ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 10","Mexico, 2006",,http://catalog.ihsn.org/index.php/catalog/5040
http://catalog.ihsn.org/index.php/catalog/5039,4655,ihsn,,,,,,,,Mexico,2006,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2006, Octubre ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 13","Mexico, 2006",,http://catalog.ihsn.org/index.php/catalog/5039
http://catalog.ihsn.org/index.php/catalog/5038,4662,ihsn,,,,,,,,Mexico,2006,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2006, Septiembre ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 13","Mexico, 2006",,http://catalog.ihsn.org/index.php/catalog/5038
http://catalog.ihsn.org/index.php/catalog/684,17243,ihsn,,,,,,,,Mexico,2006,,,Enterprise Survey 2006 ,,,,,By: World Bank,"Created on: Sep 29, 2011 Last modified: Sep 14, 2013 Views: 192","Mexico, 2006",,http://catalog.ihsn.org/index.php/catalog/684
http://catalog.ihsn.org/index.php/catalog/2338,2414,ihsn,,,,,,,,Mexico,2007,,,"Impact Evaluation of Parental Empowerment Program 2007, Baseline Survey ",,,,,"By: Harry Anthony Patrinos - World Bank, National Council for Educational Development (CONAFE) - Secretariat of Public Education, Mexico","Created on: Dec 20, 2012 Last modified: Sep 14, 2013 Views: 28","Mexico, 2007",,http://catalog.ihsn.org/index.php/catalog/2338
http://catalog.ihsn.org/index.php/catalog/5045,4501,ihsn,,,,,,,,Mexico,2007,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2007, Abril ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 11","Mexico, 2007",,http://catalog.ihsn.org/index.php/catalog/5045
http://catalog.ihsn.org/index.php/catalog/5049,4508,ihsn,,,,,,,,Mexico,2007,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2007, Agosto ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 10","Mexico, 2007",,http://catalog.ihsn.org/index.php/catalog/5049
http://catalog.ihsn.org/index.php/catalog/5053,4515,ihsn,,,,,,,,Mexico,2007,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2007, Diciembre ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 9","Mexico, 2007",,http://catalog.ihsn.org/index.php/catalog/5053
http://catalog.ihsn.org/index.php/catalog/5042,4522,ihsn,,,,,,,,Mexico,2007,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2007, Enero ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 9","Mexico, 2007",,http://catalog.ihsn.org/index.php/catalog/5042
http://catalog.ihsn.org/index.php/catalog/5043,4529,ihsn,,,,,,,,Mexico,2007,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2007, Febrero ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 12","Mexico, 2007",,http://catalog.ihsn.org/index.php/catalog/5043
http://catalog.ihsn.org/index.php/catalog/5048,4536,ihsn,,,,,,,,Mexico,2007,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2007, Julio ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 13","Mexico, 2007",,http://catalog.ihsn.org/index.php/catalog/5048
http://catalog.ihsn.org/index.php/catalog/5047,4543,ihsn,,,,,,,,Mexico,2007,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2007, Junio ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 11","Mexico, 2007",,http://catalog.ihsn.org/index.php/catalog/5047
http://catalog.ihsn.org/index.php/catalog/5044,4550,ihsn,,,,,,,,Mexico,2007,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2007, Marzo ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 12","Mexico, 2007",,http://catalog.ihsn.org/index.php/catalog/5044
http://catalog.ihsn.org/index.php/catalog/5046,4557,ihsn,,,,,,,,Mexico,2007,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2007, Mayo ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 5","Mexico, 2007",,http://catalog.ihsn.org/index.php/catalog/5046
http://catalog.ihsn.org/index.php/catalog/5052,4564,ihsn,,,,,,,,Mexico,2007,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2007, Noviembre ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 9","Mexico, 2007",,http://catalog.ihsn.org/index.php/catalog/5052
http://catalog.ihsn.org/index.php/catalog/5051,4571,ihsn,,,,,,,,Mexico,2007,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2007, Octubre ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 14","Mexico, 2007",,http://catalog.ihsn.org/index.php/catalog/5051
http://catalog.ihsn.org/index.php/catalog/5050,4578,ihsn,,,,,,,,Mexico,2007,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2007, Septiembre ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 14","Mexico, 2007",,http://catalog.ihsn.org/index.php/catalog/5050
http://catalog.ihsn.org/index.php/catalog/2339,2407,ihsn,,,,,,,,Mexico,2008,,,"Impact Evaluation of Parental Empowerment Program 2008, First Follow-up Survey ",,,,,"By: Harry Anthony Patrinos - World Bank, National Council for Educational Development (CONAFE) - Secretariat of Public Education, Mexico","Created on: Dec 20, 2012 Last modified: Sep 14, 2013 Views: 23","Mexico, 2008",,http://catalog.ihsn.org/index.php/catalog/2339
http://catalog.ihsn.org/index.php/catalog/5057,4417,ihsn,,,,,,,,Mexico,2008,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2008, Abril ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 4","Mexico, 2008",,http://catalog.ihsn.org/index.php/catalog/5057
http://catalog.ihsn.org/index.php/catalog/5061,4424,ihsn,,,,,,,,Mexico,2008,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2008, Agosto ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 11","Mexico, 2008",,http://catalog.ihsn.org/index.php/catalog/5061
http://catalog.ihsn.org/index.php/catalog/5065,4431,ihsn,,,,,,,,Mexico,2008,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2008, Diciembre ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 13","Mexico, 2008",,http://catalog.ihsn.org/index.php/catalog/5065
http://catalog.ihsn.org/index.php/catalog/5054,4438,ihsn,,,,,,,,Mexico,2008,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2008, Enero ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 9","Mexico, 2008",,http://catalog.ihsn.org/index.php/catalog/5054
http://catalog.ihsn.org/index.php/catalog/5055,4445,ihsn,,,,,,,,Mexico,2008,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2008, Febrero ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 10","Mexico, 2008",,http://catalog.ihsn.org/index.php/catalog/5055
http://catalog.ihsn.org/index.php/catalog/5060,4452,ihsn,,,,,,,,Mexico,2008,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2008, Julio ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 7","Mexico, 2008",,http://catalog.ihsn.org/index.php/catalog/5060
http://catalog.ihsn.org/index.php/catalog/5059,4459,ihsn,,,,,,,,Mexico,2008,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2008, Junio ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 9","Mexico, 2008",,http://catalog.ihsn.org/index.php/catalog/5059
http://catalog.ihsn.org/index.php/catalog/5056,4466,ihsn,,,,,,,,Mexico,2008,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2008, Marzo ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 13","Mexico, 2008",,http://catalog.ihsn.org/index.php/catalog/5056
http://catalog.ihsn.org/index.php/catalog/5058,4473,ihsn,,,,,,,,Mexico,2008,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2008, Mayo ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 10","Mexico, 2008",,http://catalog.ihsn.org/index.php/catalog/5058
http://catalog.ihsn.org/index.php/catalog/5064,4480,ihsn,,,,,,,,Mexico,2008,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2008, Noviembre ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 15","Mexico, 2008",,http://catalog.ihsn.org/index.php/catalog/5064
http://catalog.ihsn.org/index.php/catalog/5063,4487,ihsn,,,,,,,,Mexico,2008,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2008, Octubre ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 13","Mexico, 2008",,http://catalog.ihsn.org/index.php/catalog/5063
http://catalog.ihsn.org/index.php/catalog/5062,4494,ihsn,,,,,,,,Mexico,2008,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2008, Septiembre ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 8","Mexico, 2008",,http://catalog.ihsn.org/index.php/catalog/5062
http://catalog.ihsn.org/index.php/catalog/5069,4333,ihsn,,,,,,,,Mexico,2009,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2009, Abril ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 10","Mexico, 2009",,http://catalog.ihsn.org/index.php/catalog/5069
http://catalog.ihsn.org/index.php/catalog/5073,4340,ihsn,,,,,,,,Mexico,2009,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2009, Agosto ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 11","Mexico, 2009",,http://catalog.ihsn.org/index.php/catalog/5073
http://catalog.ihsn.org/index.php/catalog/5077,4347,ihsn,,,,,,,,Mexico,2009,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2009, Diciembre ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 10","Mexico, 2009",,http://catalog.ihsn.org/index.php/catalog/5077
http://catalog.ihsn.org/index.php/catalog/5066,4354,ihsn,,,,,,,,Mexico,2009,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2009, Enero ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 12","Mexico, 2009",,http://catalog.ihsn.org/index.php/catalog/5066
http://catalog.ihsn.org/index.php/catalog/5067,4361,ihsn,,,,,,,,Mexico,2009,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2009, Febrero ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 8","Mexico, 2009",,http://catalog.ihsn.org/index.php/catalog/5067
http://catalog.ihsn.org/index.php/catalog/5072,4368,ihsn,,,,,,,,Mexico,2009,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2009, Julio ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 12","Mexico, 2009",,http://catalog.ihsn.org/index.php/catalog/5072
http://catalog.ihsn.org/index.php/catalog/5071,4375,ihsn,,,,,,,,Mexico,2009,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2009, Junio ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 7","Mexico, 2009",,http://catalog.ihsn.org/index.php/catalog/5071
http://catalog.ihsn.org/index.php/catalog/5068,4382,ihsn,,,,,,,,Mexico,2009,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2009, Marzo ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 3","Mexico, 2009",,http://catalog.ihsn.org/index.php/catalog/5068
http://catalog.ihsn.org/index.php/catalog/5070,4389,ihsn,,,,,,,,Mexico,2009,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2009, Mayo ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 14","Mexico, 2009",,http://catalog.ihsn.org/index.php/catalog/5070
http://catalog.ihsn.org/index.php/catalog/5076,4396,ihsn,,,,,,,,Mexico,2009,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2009, Noviembre ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 11","Mexico, 2009",,http://catalog.ihsn.org/index.php/catalog/5076
http://catalog.ihsn.org/index.php/catalog/5075,4403,ihsn,,,,,,,,Mexico,2009,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2009, Octubre ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 3","Mexico, 2009",,http://catalog.ihsn.org/index.php/catalog/5075
http://catalog.ihsn.org/index.php/catalog/5074,4410,ihsn,,,,,,,,Mexico,2009,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2009, Septiembre ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 7","Mexico, 2009",,http://catalog.ihsn.org/index.php/catalog/5074
http://catalog.ihsn.org/index.php/catalog/4568,17110,ihsn,,,,,,,,Mexico, 2009-2010,,,"Study on Global Ageing and Adult Health 2009-2010, Wave 1 ",,,,,By: Instituto Nacional de Salud Pública,"Created on: May 19, 2014 Last modified: May 19, 2014 Views: 276","Mexico, 2009-2010",,http://catalog.ihsn.org/index.php/catalog/4568
http://catalog.ihsn.org/index.php/catalog/2340,2386,ihsn,,,,,,,,Mexico,2010,,,"Impact Evaluation of Parental Empowerment Program 2009, Second Follow-up Survey ",,,,,"By: Harry Anthony Patrinos - World Bank, National Council for Educational Development (CONAFE) - Secretariat of Public Education, Mexico","Created on: Dec 20, 2012 Last modified: Sep 14, 2013 Views: 34","Mexico, 2010",,http://catalog.ihsn.org/index.php/catalog/2340
http://catalog.ihsn.org/index.php/catalog/2341,2393,ihsn,,,,,,,,Mexico,2010,,,"Impact Evaluation of Parental Empowerment Program 2010, Endline Survey ",,,,,"By: Harry Anthony Patrinos - World Bank, National Council for Educational Development (CONAFE) - Secretariat of Public Education, Mexico","Created on: Dec 20, 2012 Last modified: Sep 14, 2013 Views: 26","Mexico, 2010",,http://catalog.ihsn.org/index.php/catalog/2341
http://catalog.ihsn.org/index.php/catalog/5081,4249,ihsn,,,,,,,,Mexico,2010,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2010, Abril ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 12","Mexico, 2010",,http://catalog.ihsn.org/index.php/catalog/5081
http://catalog.ihsn.org/index.php/catalog/5085,4256,ihsn,,,,,,,,Mexico,2010,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2010, Agosto ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 11","Mexico, 2010",,http://catalog.ihsn.org/index.php/catalog/5085
http://catalog.ihsn.org/index.php/catalog/5089,4263,ihsn,,,,,,,,Mexico,2010,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2010, Diciembre ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 9","Mexico, 2010",,http://catalog.ihsn.org/index.php/catalog/5089
http://catalog.ihsn.org/index.php/catalog/5078,4270,ihsn,,,,,,,,Mexico,2010,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2010, Enero ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 17","Mexico, 2010",,http://catalog.ihsn.org/index.php/catalog/5078
http://catalog.ihsn.org/index.php/catalog/5079,4277,ihsn,,,,,,,,Mexico,2010,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2010, Febrero ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 5","Mexico, 2010",,http://catalog.ihsn.org/index.php/catalog/5079
http://catalog.ihsn.org/index.php/catalog/5084,4284,ihsn,,,,,,,,Mexico,2010,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2010, Julio ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 13","Mexico, 2010",,http://catalog.ihsn.org/index.php/catalog/5084
http://catalog.ihsn.org/index.php/catalog/5083,4291,ihsn,,,,,,,,Mexico,2010,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2010, Junio ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 8","Mexico, 2010",,http://catalog.ihsn.org/index.php/catalog/5083
http://catalog.ihsn.org/index.php/catalog/5080,4298,ihsn,,,,,,,,Mexico,2010,,,"Encuesta Sobre la Confianza del Consumidor (ENCO) 2010, Marzo ",,,,,"By: Instituto Nacional de Estadística, Geografía e Informática (INEGI)","Created on: Sep 05, 2014 Last modified: Sep 05, 2014 Views: 15","Mexico, 2010",,http://catalog.ihsn.org/index.php/catalog/5080
